Category;City;Country;Customer ID;Customer Name;Discount;Order Date;Order ID;Postal Code;Product ID;Product Name;Profit;Quantity;Region;Row;Sales;Segment;Ship Date;Ship Mode;State;Sub-Category
Office Supplies;Los Angeles;United States;PV-18985;Paul Van Hugh;0.2;03.10.14;CA-2014-105914;90036;OFF-BI-10002854;Performers Binder/Pad Holder, Black;42.045;5;West;4136;$112;Home Office;09.10.14;Standard Class;California;Binders
Office Supplies;Los Angeles;United States;PV-18985;Paul Van Hugh;0;03.10.14;CA-2014-105914;90036;OFF-ST-10003716;Tennsco Double-Tier Lockers;2.047.682;7;West;4137;$1,575;Home Office;09.10.14;Standard Class;California;Storage
Technology;New York City;United States;RW-19630;Rob Williams;0;03.10.14;CA-2014-123981;10035;TEC-PH-10002115;Plantronics 81402;171.574;1;East;3192;$66;Corporate;09.10.14;Standard Class;New York;Phones
Furniture;New York City;United States;CC-12430;Chuck Clark;0;04.10.14;CA-2014-143035;10009;FUR-FU-10001934;Magnifier Swing Arm Lamp;218.192;4;East;6372;$84;Home Office;06.10.14;Second Class;New York;Furnishings
Office Supplies;New York City;United States;CC-12430;Chuck Clark;0;04.10.14;CA-2014-143035;10009;OFF-AR-10001130;Quartet Alpha White Chalk, 12/Pack;31.161;3;East;6373;$7;Home Office;06.10.14;Second Class;New York;Art
Technology;New York City;United States;CC-12430;Chuck Clark;0;04.10.14;CA-2014-143035;10009;TEC-AC-10002049;Logitech G19 Programmable Gaming Keyboard;669.546;3;East;6374;$372;Home Office;06.10.14;Second Class;New York;Accessories
Office Supplies;Minneapolis;United States;AC-10450;Amy Cox;0;04.10.14;CA-2014-141789;55407;OFF-BI-10001359;GBC DocuBind TL300 Electric Binding System;8.431.706;2;Central;1897;$1,794;Consumer;07.10.14;First Class;Minnesota;Binders
Office Supplies;Pasadena;United States;LW-16825;Laurel Workman;0.2;04.10.14;CA-2014-144820;77506;OFF-AR-10004817;Colorific Watercolor Pencils;2.322;5;Central;8115;$21;Corporate;08.10.14;Second Class;Texas;Art
Furniture;Pasadena;United States;AS-10045;Aaron Smayling;0.2;04.10.14;CA-2014-101749;91104;FUR-TA-10001520;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;-6.423.300.000;3;West;3040;$171;Corporate;09.10.14;Standard Class;California;Tables
Office Supplies;Rochester;United States;HL-15040;Hunter Lopez;0;04.10.14;CA-2014-134607;14609;OFF-ST-10002214;X-Rack File for Hanging Folders;58.708;2;East;2978;$23;Consumer;09.10.14;Second Class;New York;Storage
Office Supplies;Hialeah;United States;PO-18850;Patrick O'Brill;0.2;04.10.14;CA-2014-149853;33012;OFF-AP-10000804;Hoover Portapower Portable Vacuum;01. Dez;5;South;4331;$18;Consumer;10.10.14;Standard Class;Florida;Appliances
Office Supplies;Hialeah;United States;PO-18850;Patrick O'Brill;0.2;04.10.14;CA-2014-149853;33012;OFF-PA-10000556;Xerox 208;54.432;3;South;4330;$16;Consumer;10.10.14;Standard Class;Florida;Paper
Furniture;Clinton;United States;PS-18970;Paul Stevenson;0;05.10.14;CA-2014-163818;20735;FUR-FU-10000076;24-Hour Round Wall Clock;85.914;1;East;5582;$20;Home Office;09.10.14;Standard Class;Maryland;Furnishings
Technology;Denver;United States;RB-19795;Ross Baird;0.2;06.10.14;CA-2014-157672;80219;TEC-AC-10001714;Logitech MX Performance Wireless Mouse;135.626;2;West;7564;$64;Home Office;08.10.14;First Class;Colorado;Accessories
Office Supplies;New York City;United States;PO-19195;Phillina Ober;0.2;06.10.14;US-2014-103247;10011;OFF-BI-10004492;Tuf-Vin Binders;255.798;3;East;976;$76;Home Office;09.10.14;Second Class;New York;Binders
Technology;New York City;United States;PO-19195;Phillina Ober;0;06.10.14;US-2014-103247;10011;TEC-PH-10003555;Motorola HK250 Universal Bluetooth Headset;3.218.600.000;7;East;975;$161;Home Office;09.10.14;Second Class;New York;Phones
Furniture;New York City;United States;TS-21370;Todd Sumrall;0.1;06.10.14;CA-2014-143112;10035;FUR-CH-10002880;Global High-Back Leather Tilter, Burgundy;2.459.800.000;2;East;6340;$221;Corporate;10.10.14;Standard Class;New York;Chairs
Technology;New York City;United States;TS-21370;Todd Sumrall;0;06.10.14;CA-2014-143112;10035;TEC-MA-10001047;3D Systems Cube Printer, 2nd Generation, Magenta;13.519.896;4;East;6341;$5,200;Corporate;10.10.14;Standard Class;New York;Machines
Technology;New York City;United States;TS-21370;Todd Sumrall;0;06.10.14;CA-2014-143112;10035;TEC-PH-10003095;Samsung HM1900 Bluetooth Headset;43.9;4;East;6339;$88;Corporate;10.10.14;Standard Class;New York;Phones
Furniture;Chico;United States;GG-14650;Greg Guthrie;0.2;06.10.14;CA-2014-131807;95928;FUR-CH-10001190;Global Deluxe High-Back Office Chair in Storm;-598.356;4;West;7956;$435;Corporate;11.10.14;Standard Class;California;Chairs
Furniture;Chico;United States;GG-14650;Greg Guthrie;0;06.10.14;CA-2014-131807;95928;FUR-FU-10004666;DAX Clear Channel Poster Frame;26.973;5;West;7959;$73;Corporate;11.10.14;Standard Class;California;Furnishings
Furniture;Chico;United States;GG-14650;Greg Guthrie;0.2;06.10.14;CA-2014-131807;95928;FUR-TA-10004086;KI Adjustable-Height Table;5.158.800.000;3;West;7960;$206;Corporate;11.10.14;Standard Class;California;Tables
Office Supplies;Chico;United States;GG-14650;Greg Guthrie;0;06.10.14;CA-2014-131807;95928;OFF-AP-10004052;Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk;4.108;4;West;7958;$16;Corporate;11.10.14;Standard Class;California;Appliances
Office Supplies;Chico;United States;GG-14650;Greg Guthrie;0;06.10.14;CA-2014-131807;95928;OFF-FA-10002780;Staples;6.854;5;West;7957;$15;Corporate;11.10.14;Standard Class;California;Fasteners
Office Supplies;San Francisco;United States;MP-18175;Mike Pelletier;0.2;06.10.14;CA-2014-167661;94110;OFF-BI-10002571;"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""";13.473;5;West;4835;$40;Home Office;11.10.14;Standard Class;California;Binders
Office Supplies;San Francisco;United States;MP-18175;Mike Pelletier;0.2;06.10.14;CA-2014-167661;94110;OFF-BI-10001097;Avery Hole Reinforcements;72.268;4;West;4837;$20;Home Office;11.10.14;Standard Class;California;Binders
Office Supplies;San Francisco;United States;MP-18175;Mike Pelletier;0;06.10.14;CA-2014-167661;94110;OFF-PA-10002581;Xerox 1951;27.882;2;West;4836;$62;Home Office;11.10.14;Standard Class;California;Paper
Technology;Chico;United States;GG-14650;Greg Guthrie;0.2;06.10.14;CA-2014-131807;95928;TEC-PH-10000702;"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White";26.973;1;West;7961;$8;Corporate;11.10.14;Standard Class;California;Phones
Office Supplies;Chicago;United States;MH-17455;Mark Hamilton;0.2;07.10.14;CA-2014-146269;60623;OFF-AR-10004790;Staples;1.197;2;Central;9873;$19;Consumer;07.10.14;Same Day;Illinois;Art
Office Supplies;Chicago;United States;MH-17455;Mark Hamilton;0.2;07.10.14;CA-2014-146269;60623;OFF-ST-10003208;Adjustable Depth Letter/Legal Cart;32.662.800.000;2;Central;9872;$290;Consumer;07.10.14;Same Day;Illinois;Storage
Furniture;Meridian;United States;NZ-18565;Nick Zandusky;0;07.10.14;US-2014-148054;83642;FUR-FU-10003247;36X48 HARDFLOOR CHAIRMAT;29.372;2;West;3051;$42;Home Office;12.10.14;Standard Class;Idaho;Furnishings
Office Supplies;Belleville;United States;XP-21865;Xylona Preis;0;07.10.14;CA-2014-118577;7109;OFF-PA-10001357;Xerox 1886;68.976;3;East;8329;$144;Consumer;12.10.14;Standard Class;New Jersey;Paper
Office Supplies;Belleville;United States;XP-21865;Xylona Preis;0;07.10.14;CA-2014-118577;7109;OFF-PA-10004888;Xerox 217;31.104;1;East;8330;$6;Consumer;12.10.14;Standard Class;New Jersey;Paper
Office Supplies;Chandler;United States;AJ-10945;Ashley Jarboe;0.2;07.10.14;CA-2014-137421;85224;OFF-AR-10001761;Avery Hi-Liter Smear-Safe Highlighters;18.688;2;West;9960;$9;Consumer;12.10.14;Standard Class;Arizona;Art
Office Supplies;New York City;United States;MM-18280;Muhammed MacIntyre;0;07.10.14;CA-2014-109099;10009;OFF-PA-10001033;Xerox 1893;200.851;1;East;5653;$41;Corporate;12.10.14;Standard Class;New York;Paper
Office Supplies;Meridian;United States;NZ-18565;Nick Zandusky;0;07.10.14;US-2014-148054;83642;OFF-AP-10004336;Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit;660.736;4;West;3052;$228;Home Office;12.10.14;Standard Class;Idaho;Appliances
Office Supplies;Meridian;United States;NZ-18565;Nick Zandusky;0;07.10.14;US-2014-148054;83642;OFF-PA-10001295;Computer Printout Paper with Letter-Trim Perforations;182.112;2;West;3053;$38;Home Office;12.10.14;Standard Class;Idaho;Paper
Office Supplies;New York City;United States;CR-12820;Cyra Reiten;0;07.10.14;US-2014-136868;10035;OFF-PA-10002377;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages";7.668;3;East;4183;$17;Home Office;13.10.14;Standard Class;New York;Paper
Office Supplies;New York City;United States;CR-12820;Cyra Reiten;0;07.10.14;US-2014-136868;10035;OFF-ST-10000991;Space Solutions HD Industrial Steel Shelving.;103.473;3;East;4184;$345;Home Office;13.10.14;Standard Class;New York;Storage
Technology;New York City;United States;CR-12820;Cyra Reiten;0;07.10.14;US-2014-136868;10035;TEC-AC-10001539;Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology;1.151.856;4;East;4182;$320;Home Office;13.10.14;Standard Class;New York;Accessories
Furniture;Charlotte;United States;Dp-13240;Dean percer;0.4;08.10.14;CA-2014-148404;28205;FUR-TA-10001039;KI Adjustable-Height Table;-361.116;3;South;3390;$155;Home Office;12.10.14;Standard Class;North Carolina;Tables
Office Supplies;Houston;United States;JK-15730;Joe Kamberova;0.8;08.10.14;CA-2014-128426;77036;OFF-BI-10000756;Storex DuraTech Recycled Plastic Frosted Binders;-6.36;5;Central;4181;$4;Consumer;12.10.14;Standard Class;Texas;Binders
Office Supplies;Charlotte;United States;Dp-13240;Dean percer;0.7;08.10.14;CA-2014-148404;28205;OFF-BI-10002854;Performers Binder/Pad Holder, Black;-33.636;6;South;3389;$50;Home Office;12.10.14;Standard Class;North Carolina;Binders
Office Supplies;Charlotte;United States;Dp-13240;Dean percer;0.2;08.10.14;CA-2014-148404;28205;OFF-FA-10003112;Staples;59.175;3;South;3387;$19;Home Office;12.10.14;Standard Class;North Carolina;Fasteners
Office Supplies;Charlotte;United States;Dp-13240;Dean percer;0.2;08.10.14;CA-2014-148404;28205;OFF-ST-10003208;Adjustable Depth Letter/Legal Cart;65.325.600.000;4;South;3386;$581;Home Office;12.10.14;Standard Class;North Carolina;Storage
Technology;Los Angeles;United States;MG-18145;Mike Gockenbach;0;08.10.14;CA-2014-108574;90045;TEC-AC-10002049;Logitech G19 Programmable Gaming Keyboard;2.008.638;9;West;2405;$1,116;Consumer;12.10.14;Standard Class;California;Accessories
Technology;Los Angeles;United States;MG-18145;Mike Gockenbach;0.2;08.10.14;CA-2014-108574;90045;TEC-PH-10003555;Motorola HK250 Universal Bluetooth Headset;-289.674;7;West;2406;$129;Consumer;12.10.14;Standard Class;California;Phones
Technology;Los Angeles;United States;MG-18145;Mike Gockenbach;0.2;08.10.14;CA-2014-108574;90045;TEC-PH-10000702;"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White";26.973;10;West;2407;$80;Consumer;12.10.14;Standard Class;California;Phones
Technology;Charlotte;United States;Dp-13240;Dean percer;0.2;08.10.14;CA-2014-148404;28205;TEC-PH-10004447;Toshiba IPT2010-SD IP Telephone;166.788;2;South;3388;$222;Home Office;12.10.14;Standard Class;North Carolina;Phones
Office Supplies;Detroit;United States;DB-13210;Dean Braden;0;08.10.14;CA-2014-152709;48234;OFF-ST-10001837;SAFCO Mobile Desk Side File, Wire Frame;222.352;2;Central;5281;$86;Consumer;13.10.14;Standard Class;Michigan;Storage
Furniture;San Francisco;United States;DC-13285;Debra Catini;0.15;08.10.14;CA-2014-104003;94110;FUR-BO-10003965;O'Sullivan Manor Hill 2-Door Library in Brianna Oak;-144.784;2;West;1715;$308;Consumer;14.10.14;Standard Class;California;Bookcases
Office Supplies;Cranston;United States;BP-11050;Barry Pond;0;09.10.14;CA-2014-151596;2920;OFF-ST-10001837;SAFCO Mobile Desk Side File, Wire Frame;111.176;1;East;5888;$43;Corporate;12.10.14;First Class;Rhode Island;Storage
Furniture;New York City;United States;GM-14440;Gary McGarr;0.1;09.10.14;US-2014-168613;10009;FUR-CH-10002372;Office Star - Ergonomically Designed Knee Chair;3.239.200.000;2;East;7171;$146;Consumer;15.10.14;Standard Class;New York;Chairs
Office Supplies;San Diego;United States;CS-12250;Chris Selesnick;0;09.10.14;CA-2014-105487;92105;OFF-ST-10002301;Tennsco Commercial Shelving;0.406800000;2;West;5484;$41;Corporate;15.10.14;Standard Class;California;Storage
Technology;San Diego;United States;CS-12250;Chris Selesnick;0;09.10.14;CA-2014-105487;92105;TEC-AC-10002305;KeyTronic E03601U1 - Keyboard - Beige;Juni 48;2;West;5482;$36;Corporate;15.10.14;Standard Class;California;Accessories
Technology;San Diego;United States;CS-12250;Chris Selesnick;0;09.10.14;CA-2014-105487;92105;TEC-AC-10003610;Logitech Illuminated - Keyboard;1.151.808;4;West;5483;$240;Corporate;15.10.14;Standard Class;California;Accessories
Technology;San Diego;United States;CS-12250;Chris Selesnick;0.2;09.10.14;CA-2014-105487;92105;TEC-PH-10001336;Digium D40 VoIP phone;116.091;1;West;5481;$103;Corporate;15.10.14;Standard Class;California;Phones
Office Supplies;Wilmington;United States;EB-14170;Evan Bailliet;0.2;10.10.14;CA-2014-162635;28403;OFF-PA-10002659;Avoid Verbal Orders Carbonless Minifold Book;35.152;4;South;1324;$11;Consumer;11.10.14;First Class;North Carolina;Paper
Furniture;League City;United States;MB-17305;Maria Bertelson;0.3;10.10.14;CA-2014-163125;77573;FUR-CH-10001802;Hon Every-Day Chair Series Swivel Task Chairs;-326.646;3;Central;4918;$254;Consumer;12.10.14;Second Class;Texas;Chairs
Furniture;Lakewood;United States;CP-12085;Cathy Prescott;0.2;10.10.14;CA-2014-132430;44107;FUR-FU-10003577;Nu-Dell Leatherette Frames;91.776;4;East;2712;$46;Corporate;12.10.14;First Class;Ohio;Furnishings
Office Supplies;League City;United States;MB-17305;Maria Bertelson;0.2;10.10.14;CA-2014-163125;77573;OFF-AR-10004344;Bulldog Vacuum Base Pencil Sharpener;58.751;7;Central;4917;$67;Consumer;12.10.14;Second Class;Texas;Art
Office Supplies;Los Angeles;United States;XP-21865;Xylona Preis;0;10.10.14;US-2014-115595;90032;OFF-PA-10001745;"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page";16.544;5;West;5259;$35;Consumer;12.10.14;First Class;California;Paper
Furniture;New York City;United States;HG-14845;Harry Greene;0.2;10.10.14;CA-2014-141873;10024;FUR-BO-10003034;O'Sullivan Elevations Bookcase, Cherry Finish;-157.176;3;East;3821;$314;Consumer;15.10.14;Standard Class;New York;Bookcases
Furniture;Aurora;United States;CK-12760;Cyma Kinney;0.5;10.10.14;US-2014-117247;60505;FUR-TA-10002958;Bevis Oval Conference Table, Walnut;-430.617;5;Central;1395;$652;Corporate;15.10.14;Standard Class;Illinois;Tables
Furniture;Aurora;United States;CK-12760;Cyma Kinney;0.5;10.10.14;US-2014-117247;60505;FUR-TA-10001676;Hon 61000 Series Interactive Training Tables;-426.528;3;Central;1396;$67;Corporate;15.10.14;Standard Class;Illinois;Tables
Office Supplies;New York City;United States;HG-14845;Harry Greene;0.2;10.10.14;CA-2014-141873;10024;OFF-BI-10003655;Durable Pressboard Binders;6.156;6;East;3823;$18;Consumer;15.10.14;Standard Class;New York;Binders
Office Supplies;New York City;United States;HG-14845;Harry Greene;0.2;10.10.14;CA-2014-141873;10024;OFF-BI-10001031;Pressboard Data Binders by Wilson Jones;43.254;3;East;3820;$13;Consumer;15.10.14;Standard Class;New York;Binders
Office Supplies;New York City;United States;HG-14845;Harry Greene;0;10.10.14;CA-2014-141873;10024;OFF-PA-10000069;TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack;89.206;2;East;3822;$19;Consumer;15.10.14;Standard Class;New York;Paper
Furniture;Aurora;United States;SW-20245;Scot Wooten;0.3;11.10.14;CA-2014-111717;60505;FUR-CH-10001545;Hon Comfortask Task/Swivel Chairs;-478.716;3;Central;8944;$239;Consumer;17.10.14;Standard Class;Illinois;Chairs
Furniture;Wheeling;United States;NF-18385;Natalie Fritzler;0.3;13.10.14;CA-2014-130505;26003;FUR-TA-10001932;"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table";-769.536;3;East;9487;$673;Consumer;13.10.14;Same Day;West Virginia;Tables
Office Supplies;Monroe;United States;SM-20320;Sean Miller;0.2;13.10.14;CA-2014-149146;28110;OFF-PA-10003919;Xerox 1989;26.892;2;South;2267;$8;Home Office;13.10.14;Same Day;North Carolina;Paper
Office Supplies;Los Angeles;United States;RW-19690;Robert Waldorf;0;13.10.14;CA-2014-112431;90049;OFF-AR-10000940;Newell 343;15.876;2;West;5942;$6;Consumer;15.10.14;Second Class;California;Art
Office Supplies;San Francisco;United States;NK-18490;Neil Knudson;0.2;13.10.14;CA-2014-126536;94110;OFF-BI-10001191;Canvas Sectional Post Binders;36.917;5;West;2763;$102;Home Office;15.10.14;First Class;California;Binders
Technology;Los Angeles;United States;RW-19690;Robert Waldorf;0;13.10.14;CA-2014-112431;90049;TEC-AC-10001465;SanDisk Cruzer 64 GB USB Flash Drive;130.752;12;West;5941;$436;Consumer;15.10.14;Second Class;California;Accessories
Technology;San Francisco;United States;NK-18490;Neil Knudson;0;13.10.14;CA-2014-126536;94110;TEC-AC-10003709;Maxell 4.7GB DVD-R 5/Pack;0.4356;1;West;2762;$1;Home Office;15.10.14;First Class;California;Accessories
Office Supplies;New York City;United States;CA-12265;Christina Anderson;0;13.10.14;CA-2014-169607;10024;OFF-PA-10000477;Xerox 1952;46.812;2;East;9888;$10;Consumer;16.10.14;First Class;New York;Paper
Technology;Dallas;United States;SP-20860;Sung Pak;0.2;13.10.14;CA-2014-169362;75217;TEC-AC-10001383;Logitech Wireless Touch Keyboard K400;-1.499.400.000;2;Central;7793;$40;Corporate;16.10.14;First Class;Texas;Accessories
Furniture;Lakewood;United States;NP-18670;Nora Paige;0;13.10.14;CA-2014-150091;8701;FUR-BO-10003404;Global Adaptabilites Bookcase, Cherry/Storm Gray Finish;129.294;5;East;8425;$2,155;Consumer;17.10.14;Standard Class;New Jersey;Bookcases
Furniture;Lakewood;United States;NP-18670;Nora Paige;0;13.10.14;CA-2014-150091;8701;FUR-FU-10004053;DAX Two-Tone Silver Metal Document Frame;174.064;2;East;8424;$40;Consumer;17.10.14;Standard Class;New Jersey;Furnishings
Furniture;Rockford;United States;SN-20710;Steve Nguyen;0.3;13.10.14;CA-2014-152702;61107;FUR-CH-10002304;Global Stack Chair without Arms, Black;-18.186;14;Central;1046;$255;Home Office;17.10.14;Standard Class;Illinois;Chairs
Office Supplies;Lakewood;United States;NP-18670;Nora Paige;0;13.10.14;CA-2014-150091;8701;OFF-FA-10000621;OIC Colored Binder Clips, Assorted Sizes;8.771;5;East;8423;$18;Consumer;17.10.14;Standard Class;New Jersey;Fasteners
Office Supplies;Dallas;United States;MG-17650;Matthew Grinstein;0.2;13.10.14;CA-2014-152933;75081;OFF-PA-10001934;Xerox 1993;37.584;2;Central;9100;$10;Home Office;17.10.14;Standard Class;Texas;Paper
Technology;Lakewood;United States;NP-18670;Nora Paige;0;13.10.14;CA-2014-150091;8701;TEC-AC-10002167;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;Apr 95;3;East;8422;$45;Consumer;17.10.14;Standard Class;New Jersey;Accessories
Technology;Dallas;United States;MG-17650;Matthew Grinstein;0.2;13.10.14;CA-2014-152933;75081;TEC-AC-10003033;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;1.286.805;3;Central;9101;$792;Home Office;17.10.14;Standard Class;Texas;Accessories
Technology;Dallas;United States;MG-17650;Matthew Grinstein;0.2;13.10.14;CA-2014-152933;75081;TEC-PH-10002085;Clarity 53712;277.158;7;Central;9099;$370;Home Office;17.10.14;Standard Class;Texas;Phones
Office Supplies;Albuquerque;United States;ML-18040;Michelle Lonsdale;0.2;13.10.14;CA-2014-168655;87105;OFF-BI-10002082;GBC Twin Loop Wire Binding Elements;29.952;3;West;2418;$80;Corporate;19.10.14;Standard Class;New Mexico;Binders
Technology;Albuquerque;United States;ML-18040;Michelle Lonsdale;0;13.10.14;CA-2014-168655;87105;TEC-AC-10002842;WD My Passport Ultra 2TB Portable External Hard Drive;95.2;5;West;2417;$595;Corporate;19.10.14;Standard Class;New Mexico;Accessories
Furniture;Lafayette;United States;MH-18025;Michelle Huthwaite;0;14.10.14;CA-2014-103212;70506;FUR-TA-10003473;Bretford Rectangular Conference Table Tops;3.460.396;4;South;9222;$1,505;Consumer;15.10.14;First Class;Louisiana;Tables
Office Supplies;Lafayette;United States;MH-18025;Michelle Huthwaite;0;14.10.14;CA-2014-103212;70506;OFF-LA-10000248;Avery 52;52.029;3;South;9221;$11;Consumer;15.10.14;First Class;Louisiana;Labels
Office Supplies;Lafayette;United States;MH-18025;Michelle Huthwaite;0;14.10.14;CA-2014-103212;70506;OFF-PA-10004355;Xerox 231;124.416;4;South;9223;$26;Consumer;15.10.14;First Class;Louisiana;Paper
Office Supplies;New York City;United States;CR-12730;Craig Reiter;0;14.10.14;CA-2014-116519;10009;OFF-AP-10000828;Avanti 4.4 Cu. Ft. Refrigerator;253.372;5;East;3007;$905;Consumer;16.10.14;First Class;New York;Appliances
Office Supplies;Louisville;United States;AH-10210;Alan Hwang;0;14.10.14;US-2014-148831;40214;OFF-ST-10002974;Trav-L-File Heavy-Duty Shuttle II, Black;104.568;8;South;9091;$349;Consumer;16.10.14;First Class;Kentucky;Storage
Furniture;Freeport;United States;TS-21610;Troy Staebel;0.6;14.10.14;CA-2014-163160;61032;FUR-FU-10001424;Dax Clear Box Frame;-68.094;3;Central;4257;$10;Consumer;17.10.14;First Class;Illinois;Furnishings
Office Supplies;Freeport;United States;TS-21610;Troy Staebel;0.8;14.10.14;CA-2014-163160;61032;OFF-BI-10000778;GBC VeloBinder Electric Binding Machine;-145.176;4;Central;4256;$97;Consumer;17.10.14;First Class;Illinois;Binders
Office Supplies;Freeport;United States;TS-21610;Troy Staebel;0.2;14.10.14;CA-2014-163160;61032;OFF-PA-10003127;Staples;205.764;3;Central;4255;$63;Consumer;17.10.14;First Class;Illinois;Paper
Office Supplies;Philadelphia;United States;AG-10495;Andrew Gjertsen;0.2;14.10.14;CA-2014-132976;19140;OFF-LA-10002043;Avery 489;8.694;3;East;280;$25;Corporate;18.10.14;Standard Class;Pennsylvania;Labels
Office Supplies;Philadelphia;United States;AG-10495;Andrew Gjertsen;0.2;14.10.14;CA-2014-132976;19140;OFF-PA-10004470;"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages";59.072;4;East;278;$18;Corporate;18.10.14;Standard Class;Pennsylvania;Paper
Office Supplies;Philadelphia;United States;AG-10495;Andrew Gjertsen;0.2;14.10.14;CA-2014-132976;19140;OFF-PA-10000673;Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad;40.768;2;East;277;$12;Corporate;18.10.14;Standard Class;Pennsylvania;Paper
Office Supplies;Philadelphia;United States;AG-10495;Andrew Gjertsen;0.2;14.10.14;CA-2014-132976;19140;OFF-ST-10000876;Eldon Simplefile Box Office;59.712;6;East;279;$60;Corporate;18.10.14;Standard Class;Pennsylvania;Storage
Office Supplies;Sacramento;United States;JW-15220;Jane Waco;0.2;14.10.14;CA-2014-135909;95823;OFF-BI-10003527;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;1.906.485;5;West;8859;$5,084;Corporate;21.10.14;Standard Class;California;Binders
Technology;Sacramento;United States;JW-15220;Jane Waco;0;14.10.14;CA-2014-135909;95823;TEC-AC-10002335;Logitech Media Keyboard K200;398.886;6;West;8857;$210;Corporate;21.10.14;Standard Class;California;Accessories
Technology;Sacramento;United States;JW-15220;Jane Waco;0.2;14.10.14;CA-2014-135909;95823;TEC-PH-10003187;Anker Astro Mini 3000mAh Ultra-Compact Portable Charger;-7.996;2;West;8858;$32;Corporate;21.10.14;Standard Class;California;Phones
Furniture;Oakland;United States;JW-15955;Joni Wasserman;0;15.10.14;CA-2014-168837;94601;FUR-FU-10001918;C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings;36.894;2;West;1752;$9;Consumer;18.10.14;First Class;California;Furnishings
Office Supplies;Chicago;United States;AG-10765;Anthony Garverick;0.8;15.10.14;CA-2014-126123;60623;OFF-BI-10004224;Catalog Binders with Expanding Posts;-23.548;1;Central;5698;$13;Home Office;19.10.14;Standard Class;Illinois;Binders
Office Supplies;Chicago;United States;AG-10765;Anthony Garverick;0.8;15.10.14;CA-2014-126123;60623;OFF-BI-10000309;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black";-424.638;9;Central;5697;$27;Home Office;19.10.14;Standard Class;Illinois;Binders
Office Supplies;Columbia;United States;EL-13735;Ed Ludwig;0;15.10.14;CA-2014-150707;21044;OFF-BI-10001078;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""";184.534;7;East;888;$38;Home Office;20.10.14;Standard Class;Maryland;Binders
Technology;San Francisco;United States;BK-11260;Berenike Kampe;0;15.10.14;CA-2014-151183;94110;TEC-AC-10003614;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack;152.988;4;West;7286;$46;Consumer;20.10.14;Standard Class;California;Accessories
Furniture;Los Angeles;United States;RS-19765;Roland Schwarz;0.2;16.10.14;CA-2014-113670;90045;FUR-TA-10001705;Bush Advantage Collection Round Conference Table;6.378.000.000;3;West;3711;$510;Corporate;18.10.14;First Class;California;Tables
Office Supplies;Los Angeles;United States;RS-19765;Roland Schwarz;0;16.10.14;CA-2014-113670;90045;OFF-PA-10000675;Xerox 1919;1.004.255;5;West;3712;$205;Corporate;18.10.14;First Class;California;Paper
Office Supplies;San Francisco;United States;FG-14260;Frank Gastineau;0;16.10.14;CA-2014-106033;94110;OFF-AR-10002818;Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener;26.376;4;West;1329;$88;Home Office;19.10.14;Second Class;California;Art
Office Supplies;Camarillo;United States;MC-17275;Marc Crier;0;16.10.14;CA-2014-154949;93010;OFF-LA-10002034;Avery 478;72.177;3;West;7214;$15;Consumer;20.10.14;Standard Class;California;Labels
Office Supplies;Fairfield;United States;RS-19420;Ricardo Sperren;0;16.10.14;CA-2014-164819;6824;OFF-LA-10001045;Permanent Self-Adhesive File Folder Labels for Typewriters by Universal;6.003;5;East;4261;$13;Corporate;20.10.14;Second Class;Connecticut;Labels
Office Supplies;Orem;United States;SV-20815;Stuart Van;0;16.10.14;CA-2014-100237;84057;OFF-AR-10001761;Avery Hi-Liter Smear-Safe Highlighters;42.048;2;West;7708;$12;Corporate;20.10.14;Standard Class;Utah;Art
Furniture;Thousand Oaks;United States;DL-13495;Dionis Lloyd;0;16.10.14;CA-2014-142643;91360;FUR-FU-10000087;"Executive Impressions 14"" Two-Color Numerals Wall Clock";93.152;1;West;6837;$23;Corporate;21.10.14;Standard Class;California;Furnishings
